q0 (scalar),q1,q2,q3
-0.2768120882824418,0.5659345889135596,0.20949087649740825,0.7478012312883027
-0.29074672605030993,0.5697528833447064,0.1988719140170512,0.7424944141383247
-0.3045796960337689,0.5733719476276851,0.18818341036884,0.736927962897029
-0.3183061611451267,0.5767905162547037,0.17742910308921847,0.7311038240309242
-0.33192132153912113,0.5800073938269252,0.16661275272472426,0.7250240341142571
-0.3454204162913197,0.5830214554724727,0.15573814151700766,0.718690719116867
-0.358798725062912,0.5858316472397722,0.14480907208026425,0.7121060936607809
-0.3720515697513087,0.5884369864660963,0.13382936607154378,0.7052724602458081
-0.38517431612597236,0.5908365621211804,0.1228028628543999,0.6981922084444064
-0.3981623754489059,0.5930295351257899,0.1117334181563489,0.6908678140661008
-0.4110112060792352,0.5950151386451279,0.10062490272060548,0.6833018382917467
-0.4237163150613206,0.5967926783569802,0.08948120095256884,0.6754969267779416
-0.4362732596958466,0.5983615326945055,0.07830620956153037,0.6674558087318953
-0.44867764909333574,0.5997211530635829,0.06710383619807975,0.6591812959570875
-0.46092514570954796,0.6008710640346436,0.05587799808768503,0.6506762818700402
-0.47301146686222384,0.6018108635089185,0.044632620660923966,0.6419437404885535
-0.4849323862286464,0.6025402228590431,0.033371636180846584,0.6329867253917565
-0.49668373532349325,0.6030588870439711,0.02209898236794918,0.6238083686523371
0.5082614049564645,-0.6033666746981574,-0.01081860102323899,-0.6144118797413253
0.5196613466691784,-0.6034634781949767,0.00046556335012779915,-0.60480054440581
0.530879574150827,-0.603349263684359,0.011749564926152142,-0.5949777235199857
0.5419121646321033,-0.6030240711046261,0.02302945793576189,-0.5849468519099289
0.5527552602569079,-0.6024880141685252,0.03430129804656072,-0.5747114371525122
0.5634050694313568,-0.6017412803234676,0.04556114374207554,-0.5642750583488836
0.5738578681496187,-0.6007841306859808,0.05680505770001804,-0.5536413648729318
0.5841100012961196,-0.5996168999504029,0.0680291081690813,-0.5428140750951795
0.5941578839236558,-0.5982399962718468,0.07922937034378667,-0.5317969750825512
0.6039980025069724,-0.596653901123477,0.09040192773690271,-0.5205939172744676
0.6136269161713668,-0.5948591691281497,0.10154287354895596,-0.5092088191357318
0.6230412578958856,-0.5928564278644731,0.11264831203435227,-0.4976456617866779
0.6322377356907007,-0.5906463776473561,0.1237143598636352,-0.48590848861105895
0.6412131337482452,-0.5882297912831237,0.1347371474814007,-0.47400140384216477
0.6499643135677103,-0.585607513799285,0.14571282045939646,-0.46192857112766156
0.6584882150525125,-0.5827804621490431,0.15663754084433176,-0.4496942120736535
0.6667818575803406,-0.5797496248906586,0.16750748849992542,-0.4373026047684811
0.6748423410454154,-0.5765160618417713,0.17831886244272405,-0.4247580822867662
0.6826668468725934,-0.5730809037088048,0.18906788217122347,-0.41206503117423
0.6902526390029604,-0.5694453516915847,0.19975078898782747,-0.39922788991381447
0.6975970648505722,-0.5656106770633034,0.2103638473131817,-0.38625114737364163
0.7046975562300054,-0.5615782207259848,0.2209033459924252,-0.37313934123735376
0.7115516302543965,-0.5573493927415998,0.23136559959289962,-0.35989705641738534
0.7181568902036526,-0.5529256718389983,0.24174694969286456,-0.3465289234517184
