q0 (scalar),q1,q2,q3
-0.2768120882824418,0.5659345889135596,0.20949087649740825,0.7478012312883027
-0.282397832451394,0.5674857304078511,0.20525187465131678,0.7457097813240365
-0.2879677764962255,0.5690051211450656,0.20100138898799008,0.7435766089888841
-0.2935216087792495,0.5704926761154776,0.1967396573215801,0.7414018336335764
-0.2990590185642303,0.571948312090569,0.19246691809545138,0.7391855769365278
-0.3045796960337689,0.5733719476276851,0.18818341036884,0.736927962897029
-0.3100833323066374,0.574763503074592,0.1838893738034784,0.734629117828309
-0.31556961945506096,0.5761229005739333,0.1795850486501862,0.7322891703504675
-0.32103825052194573,0.5774500640675854,0.1752706757354283,0.7299082513832794
-0.32648891953805365,0.5787449193009132,0.17094649644784055,0.7274864941388688
-0.33192132153912113,0.5800073938269252,0.16661275272472426,0.7250240341142571
-0.33733515258292207,0.5812374170103264,0.16226968703850966,0.7225210090837807
-0.3427301097662728,0.5824349200314706,0.15791754238318975,0.7199775590913835
-0.3481058912419801,0.5835998358902101,0.15355656226072456,0.7173938264427808
-0.3534621962357293,0.5847320994096459,0.14918699066741772,0.7147699556974977
-0.358798725062912,0.5858316472397722,0.14480907208026425,0.7121060936607809
-0.36411517914539443,0.586898417861023,0.14042305144327275,0.709402389375385
-0.36941126102822225,0.5879323515877128,0.1360291741537604,0.7066589941132333
-0.3746866743962631,0.5889333905713762,0.13162768604862304,0.7038760613669546
-0.3799411240907853,0.5899014788040048,0.12721883339058093,0.701053746841295
-0.38517431612597236,0.5908365621211804,0.1228028628543999,0.6981922084444064
-0.3903859577053712,0.5917385882051062,0.11838002151309038,0.6952916062790117
-0.39557575723827426,0.5926075065875334,0.11395055682408342,0.692352102633446
-0.4007434243560335,0.5934432686525847,0.1095147166153856,0.6893738619725788
-0.4058886699283069,0.5942458276394753,0.10507274907171305,0.6863570509286095
-0.4110112060792352,0.5950151386451279,0.10062490272060548,0.6833018382917467
-0.41611074620354843,0.5957511586266863,0.09617142641852122,0.680208395000763
-0.42118700498260164,0.5964538464039224,0.0917125693369137,0.6770768941334314
-0.4262396984003382,0.5971231626615415,0.0872485809482901,0.6739075108968416
-0.43126854375918033,0.5977590699513808,0.0827797110122539,0.6707004226175975
-0.4362732596958466,0.5983615326945055,0.07830620956153037,0.6674558087318953
-0.44125356619709366,0.5989305171831989,0.0738283268879774,0.6641738507754842
-0.44620918461538295,0.5994659915828484,0.06934631352858195,0.6608547323735097
-0.45113983768447113,0.5999679259337273,0.06486042025144227,0.6574986392302398
-0.45604524953492354,0.6004362921526698,0.06037089804173745,0.6541057591186744
-0.46092514570954796,0.6008710640346436,0.05587799808768503,0.6506762818700402
-0.46577925317875135,0.6012722172542151,0.05138197176648687,0.6472103993631689
-0.4706073003558159,0.6016397293669109,0.04688307063026477,0.6437083055137621
-0.4754090171120934,0.6019735798104731,0.04238154639198582,0.6401701962635415
-0.48018413479212,0.6022737499060107,0.037877650911379734,0.636596269569286
-0.4849323862286464,0.6025402228590431,0.033371636180846584,0.6329867253917565
-0.4896535057575867,0.6027729837604415,0.02886375431135846,0.6293417656845071
