q0 (scalar),q1,q2,q3
0.7427029505553022,-0.1004801245767493,-0.6520722716380591,-0.11444572671039546
0.7469228733213595,-0.12831410226564233,-0.6471707611086429,-0.08253313537717315
0.7497722102772012,-0.1559126266110947,-0.6410817075361043,-0.050469097692177535
0.7512457329568915,-0.18322505497354907,-0.6338162841897625,-0.018312450406349094
0.7513407374811572,-0.21020126969281167,-0.6253878229496539,0.013877799792944377
0.7500570495189427,-0.2367917700527735,-0.6158117898428481,0.046042584557783185
0.7473970246073035,-0.2629477631140542,-0.6051057566636538,0.07812288226871796
0.7433655438290516,-0.28862125324789145,-0.5932893687297913,0.11005982633804494
0.7379700048560833,-0.3137651302069855,-0.5803843088336996,0.14179481322860357
0.731220308374827,-0.33833325557168825,-0.5664142574551249,0.17326960998988
0.723128839918717,-0.36228054741291293,-0.5514048493079998,0.20442646111409538
0.7137104471410332,-0.3855630630164076,-0.5353836263013501,0.23520819451619632
0.7029824125698075,-0.4081380795165963,-0.5183799870005421,0.2655583264432791
0.6909644218947948,-0.42996417229202827,-0.5004251326816118,0.29542116512094085
0.6776785278446968,-0.45100129097857744,-0.4815520100776596,0.32474191294636834
0.6631491097209267,-0.4712108329609144,-0.4617952509223748,0.35346676704064356
0.6474028286621673,-0.4905557142073924,-0.44119110840162334,0.38154301797575424
0.6304685787218125,-0.5090004373183685,-0.4197773906297091,0.4089191464951475
0.6123774338480623,-0.5265111566630927,-0.3975933912723777,0.43554491805034795
0.5931625908639625,-0.5430557404856395,-0.3746798174438697,0.4613714749801659
0.572859308552019,-0.5586038298659213,-0.3510787150103276,0.4863514261633504
0.5515048429551676,-0.5731268944275871,-0.32683339143662665,0.5104389339801757
