q0 (scalar),q1,q2,q3
-0.2768120882824418,0.5659345889135596,0.20949087649740825,0.7478012312883027
-0.2935216087792495,0.5704926761154776,0.1967396573215801,0.7414018336335764
-0.3100833323066374,0.574763503074592,0.1838893738034784,0.734629117828309
-0.32648891953805365,0.5787449193009132,0.17094649644784055,0.7274864941388688
-0.3427301097662728,0.5824349200314706,0.15791754238318975,0.7199775590913835
-0.358798725062912,0.5858316472397722,0.14480907208026425,0.7121060936607809
-0.3746866743962631,0.5889333905713762,0.13162768604862304,0.7038760613669546
-0.3903859577053712,0.5917385882051062,0.11838002151309038,0.6952916062790117
-0.4058886699283069,0.5942458276394753,0.10507274907171305,0.6863570509286095
-0.42118700498260164,0.5964538464039224,0.0917125693369137,0.6770768941334314
-0.4362732596958466,0.5983615326945055,0.07830620956153037,0.6674558087318953
-0.45113983768447113,0.5999679259337273,0.06486042025144227,0.6574986392302398
-0.46577925317875135,0.6012722172542151,0.05138197176648687,0.6472103993631689
-0.48018413479212,0.6022737499060107,0.037877650911379734,0.636596269569286
-0.49434722923288177,0.6029720195872623,0.02435425751835372,0.6256615943825868
0.5082614049564645,-0.6033666746981574,-0.01081860102323899,-0.6144118797413253
0.5219196557563662,-0.6034575165179624,0.0027225029632928855,-0.6028527902156083
0.535315104291991,-0.6032444993050855,0.0162622360875946,-0.5909901461551138
0.5484410055515975,-0.6027277303201084,0.029793780686289306,-0.5788299207583698
0.561290750248615,-0.6019074697717774,0.043310323219168986,-0.5663782370650685
0.5738578681496187,-0.6007841306859808,0.05680505770001804,-0.5536413648729318
0.586136031332287,-0.5993582786977777,0.0702711891236316,-0.5406257175806791
0.5981190573717007,-0.5976306317665834,0.08370193688730554,-0.5273378489586882
0.6098009124533801,-0.595602059814656,0.09709053820507385,-0.5137844498489742
0.6211757144114928,-0.5932735842890638,0.11043025151297571,-0.4999723447961492
0.6322377356907007,-0.5906463776473561,0.1237143598636352,-0.48590848861105895
0.6429814062301574,-0.5877217627671947,0.13693617430844696,-0.4715999628688252
0.6534013162682005,-0.584501212280247,0.1500890372656634,-0.45705397234306033
0.6634922190663307,-0.5809863478306698,0.1631663258726872,-0.4422778413780462
0.6732490335511014,-0.5771789392585638,0.17616145532088232,-0.4272790102007071
0.6826668468725934,-0.5730809037088048,0.18906788217122347,-0.41206503117423
0.691740916878182,-0.5686943046657046,0.20187910764911463,-0.39664356499522363
0.7004666745003537,-0.5640213509139836,0.21458868091671776,-0.3810223768363265
0.7088397260573698,-0.559064395426582,0.2271902023211441,-0.3652093324362084
0.716855855465617,-0.5538259341798663,0.23967732661687174,-0.3492123941389345
0.7245110263625325,-0.5483086048968301,0.25204376616076823,-0.3330396168846849
0.7318013841390345,-0.5425151857189219,0.2642832940781081,-0.31669914415385025
0.7387232578804335,-0.5364485938071666,0.27638974739799166,-0.3001992038665436
0.7452731622148484,-0.5301118838732871,0.2883570301565868,-0.283548104239595
0.7514477990681968,-0.5235082466415648,0.3001791164666298,-0.2667542296031143
0.7572440593248737,-0.5166410072422146,0.3118500535516418,-0.24982603617872828
0.7626590243932856,-0.509513623537081,0.3233639647433303,-0.2327720478216186
