q0 (scalar),q1,q2,q3
0.7427029505553022,-0.1004801245767493,-0.6520722716380591,-0.11444572671039546
0.7474931147783307,-0.1329315807622248,-0.6462381122390057,-0.07719806011041745
0.7504164382952387,-0.16505104447688076,-0.6387899933399619,-0.03975759376660452
0.7514656201968535,-0.19675829836334519,-0.6297465163852346,-0.002217834074192765
0.7506380401841467,-0.22797415454541664,-0.6191302671760446,0.03532746458954495
0.7479357651123508,-0.2586206523973114,-0.6069677594631916,0.07278453401392797
0.7433655438290516,-0.28862125324789145,-0.5932893687297913,0.11005982633804494
0.7369387903191527,-0.317901031533605,-0.5781292563294542,0.14706024768361484
0.7286715551988046,-0.3463868619227408,-0.5615252841693721,0.18369339065403967
0.7185844856294924,-0.37400760194366045,-0.5435189201513875,0.21986776511899148
0.7067027737523947,-0.40069426966089877,-0.5241551346072046,0.2554930267081548
0.6930560937717974,-0.4263802159553934,-0.5034822879863897,0.29048020244347067
0.6776785278446968,-0.45100129097857744,-0.4815520100776596,0.32474191294636834
0.6606084809616755,-0.47449600436462286,-0.4584190710650961,0.3581925906650358
0.6418885850316388,-0.4968056788007081,-0.43414124474132326,0.39074869357670644
0.6215655924099538,-0.5178745965717745,-0.40877916421926347,0.4223289138312525
0.599690259135902,-0.537650138713779,-0.38239617050283325,0.4528543808149999
0.5763172181710566,-0.5560829164279135,-0.3550581542947632,0.48224885812762375
0.5515048429551676,-0.5731268944275871,-0.32683339143662665,0.5104389339801757
0.5253151016203191,-0.5887395059101161,-0.29779237239205814,0.5373542045387346
-0.4978134022274549,0.602881758865985,0.26800762619902124,-0.5629274497557819
-0.46906842941179017,0.6155183334601712,0.23755353933080328,-0.5870948012501718
